URL,Path,Pass1_Status,Pass2_Status,Pass3_Status,Overall_Status,HTTP_Code,Canonical_OK,Locale_OK,Slash_OK,Index_OK,Parent_OK,No_Orphan,Content_OK
https://nrlc.ai/en-us/generative-engine-optimization/,/en-us/generative-engine-optimization/,FAIL,SKIP,SKIP,FAILED,200,NO,YES,YES,YES,N/A,N/A,N/A
https://nrlc.ai/en-us/ai-search-diagnostics/,/en-us/ai-search-diagnostics/,FAIL,SKIP,SKIP,FAILED,200,NO,YES,YES,YES,N/A,N/A,N/A
https://nrlc.ai/en-us/ai-search-measurement/,/en-us/ai-search-measurement/,FAIL,SKIP,SKIP,FAILED,200,NO,YES,YES,YES,N/A,N/A,N/A
https://nrlc.ai/en-us/ai-search-strategy/,/en-us/ai-search-strategy/,FAIL,SKIP,SKIP,FAILED,200,NO,YES,YES,YES,N/A,N/A,N/A
https://nrlc.ai/en-us/ai-search-operations/,/en-us/ai-search-operations/,FAIL,SKIP,SKIP,FAILED,200,NO,YES,YES,YES,N/A,N/A,N/A
https://nrlc.ai/en-us/ai-search-migrations/,/en-us/ai-search-migrations/,FAIL,SKIP,SKIP,FAILED,200,NO,YES,YES,YES,N/A,N/A,N/A
https://nrlc.ai/en-us/ai-search-risk/,/en-us/ai-search-risk/,FAIL,SKIP,SKIP,FAILED,200,NO,YES,YES,YES,N/A,N/A,N/A
https://nrlc.ai/en-us/ai-search-tools-reality/,/en-us/ai-search-tools-reality/,FAIL,SKIP,SKIP,FAILED,200,NO,YES,YES,YES,N/A,N/A,N/A
https://nrlc.ai/en-us/field-notes/,/en-us/field-notes/,FAIL,SKIP,SKIP,FAILED,200,NO,YES,YES,YES,N/A,N/A,N/A
https://nrlc.ai/en-us/glossary/,/en-us/glossary/,FAIL,SKIP,SKIP,FAILED,200,NO,YES,YES,YES,N/A,N/A,N/A
https://nrlc.ai/en-us/generative-engine-optimization/failure-modes/,/en-us/generative-engine-optimization/failure-modes/,FAIL,SKIP,SKIP,FAILED,200,NO,YES,YES,YES,N/A,N/A,N/A
https://nrlc.ai/en-us/generative-engine-optimization/failure-modes/canonical-drift/,/en-us/generative-engine-optimization/failure-modes/canonical-drift/,FAIL,SKIP,SKIP,FAILED,200,NO,YES,YES,YES,N/A,N/A,N/A
https://nrlc.ai/en-us/insights/content-chunking-seo/,/en-us/insights/content-chunking-seo/,PASS,FAIL,SKIP,FAILED,200,YES,YES,YES,YES,,1,N/A
https://nrlc.ai/en-us/insights/prechunking-content-ai-retrieval/,/en-us/insights/prechunking-content-ai-retrieval/,PASS,FAIL,SKIP,FAILED,200,YES,YES,YES,YES,,1,N/A
https://nrlc.ai/en-us/insights/ai-retrieval-llm-citation/,/en-us/insights/ai-retrieval-llm-citation/,PASS,FAIL,SKIP,FAILED,200,YES,YES,YES,YES,,1,N/A
https://nrlc.ai/en-us/ai-search-diagnostics/site-not-showing-in-ai-results/,/en-us/ai-search-diagnostics/site-not-showing-in-ai-results/,PASS,PASS,PASS,PASSED,200,YES,YES,YES,YES,1,1,1
https://nrlc.ai/en-us/ai-search-diagnostics/traffic-down-rankings-stable/,/en-us/ai-search-diagnostics/traffic-down-rankings-stable/,PASS,PASS,PASS,PASSED,200,YES,YES,YES,YES,1,1,1
https://nrlc.ai/en-us/ai-search-diagnostics/not-cited-in-ai-overviews/,/en-us/ai-search-diagnostics/not-cited-in-ai-overviews/,PASS,PASS,PASS,PASSED,200,YES,YES,YES,YES,1,1,1
https://nrlc.ai/en-us/ai-search-diagnostics/indexed-but-not-retrieved/,/en-us/ai-search-diagnostics/indexed-but-not-retrieved/,PASS,PASS,PASS,PASSED,200,YES,YES,YES,YES,1,1,1
https://nrlc.ai/en-us/ai-search-diagnostics/schema-stopped-working/,/en-us/ai-search-diagnostics/schema-stopped-working/,PASS,PASS,PASS,PASSED,200,YES,YES,YES,YES,1,1,1
https://nrlc.ai/en-us/ai-search-measurement/measuring-ai-visibility/,/en-us/ai-search-measurement/measuring-ai-visibility/,PASS,PASS,FAIL,FAILED,200,YES,YES,YES,YES,1,1,
https://nrlc.ai/en-us/ai-search-measurement/tracking-ai-citations/,/en-us/ai-search-measurement/tracking-ai-citations/,PASS,PASS,FAIL,FAILED,200,YES,YES,YES,YES,1,1,
https://nrlc.ai/en-us/ai-search-measurement/reporting-ai-search-performance/,/en-us/ai-search-measurement/reporting-ai-search-performance/,PASS,PASS,FAIL,FAILED,200,YES,YES,YES,YES,1,1,
https://nrlc.ai/en-us/ai-search-measurement/attribution-in-zero-click-search/,/en-us/ai-search-measurement/attribution-in-zero-click-search/,PASS,PASS,FAIL,FAILED,200,YES,YES,YES,YES,1,1,
https://nrlc.ai/en-us/ai-search-measurement/what-can-and-cannot-be-measured/,/en-us/ai-search-measurement/what-can-and-cannot-be-measured/,PASS,PASS,PASS,PASSED,200,YES,YES,YES,YES,1,1,1
https://nrlc.ai/en-us/ai-search-strategy/is-seo-still-relevant/,/en-us/ai-search-strategy/is-seo-still-relevant/,PASS,PASS,FAIL,FAILED,200,YES,YES,YES,YES,1,1,
https://nrlc.ai/en-us/ai-search-strategy/what-seo-still-controls/,/en-us/ai-search-strategy/what-seo-still-controls/,PASS,PASS,FAIL,FAILED,200,YES,YES,YES,YES,1,1,
https://nrlc.ai/en-us/ai-search-strategy/what-seo-lost-control-over/,/en-us/ai-search-strategy/what-seo-lost-control-over/,PASS,PASS,FAIL,FAILED,200,YES,YES,YES,YES,1,1,
https://nrlc.ai/en-us/ai-search-strategy/future-of-seo-teams/,/en-us/ai-search-strategy/future-of-seo-teams/,PASS,PASS,FAIL,FAILED,200,YES,YES,YES,YES,1,1,
https://nrlc.ai/en-us/ai-search-strategy/agency-models-in-ai-search/,/en-us/ai-search-strategy/agency-models-in-ai-search/,PASS,PASS,FAIL,FAILED,200,YES,YES,YES,YES,1,1,
https://nrlc.ai/en-us/ai-search-operations/practices-with-diminishing-returns/,/en-us/ai-search-operations/practices-with-diminishing-returns/,PASS,PASS,FAIL,FAILED,200,YES,YES,YES,YES,1,1,
https://nrlc.ai/en-us/ai-search-operations/signals-generative-engines-ignore/,/en-us/ai-search-operations/signals-generative-engines-ignore/,PASS,PASS,FAIL,FAILED,200,YES,YES,YES,YES,1,1,
https://nrlc.ai/en-us/ai-search-operations/what-to-stop-doing-in-seo/,/en-us/ai-search-operations/what-to-stop-doing-in-seo/,PASS,PASS,FAIL,FAILED,200,YES,YES,YES,YES,1,1,
https://nrlc.ai/en-us/ai-search-operations/what-still-matters-operationally/,/en-us/ai-search-operations/what-still-matters-operationally/,PASS,PASS,FAIL,FAILED,200,YES,YES,YES,YES,1,1,
https://nrlc.ai/en-us/ai-search-migrations/restructuring-content-for-ai/,/en-us/ai-search-migrations/restructuring-content-for-ai/,PASS,PASS,FAIL,FAILED,200,YES,YES,YES,YES,1,1,
https://nrlc.ai/en-us/ai-search-migrations/migrating-legacy-blogs/,/en-us/ai-search-migrations/migrating-legacy-blogs/,PASS,PASS,FAIL,FAILED,200,YES,YES,YES,YES,1,1,
https://nrlc.ai/en-us/ai-search-migrations/chunking-existing-content/,/en-us/ai-search-migrations/chunking-existing-content/,PASS,PASS,FAIL,FAILED,200,YES,YES,YES,YES,1,1,
https://nrlc.ai/en-us/ai-search-migrations/retiring-low-confidence-pages/,/en-us/ai-search-migrations/retiring-low-confidence-pages/,PASS,PASS,FAIL,FAILED,200,YES,YES,YES,YES,1,1,
https://nrlc.ai/en-us/ai-search-migrations/rebuilding-sites-for-retrieval/,/en-us/ai-search-migrations/rebuilding-sites-for-retrieval/,PASS,PASS,FAIL,FAILED,200,YES,YES,YES,YES,1,1,
https://nrlc.ai/en-us/ai-search-risk/ai-citation-risk/,/en-us/ai-search-risk/ai-citation-risk/,PASS,PASS,FAIL,FAILED,200,YES,YES,YES,YES,1,1,
https://nrlc.ai/en-us/ai-search-risk/hallucinated-brand-mentions/,/en-us/ai-search-risk/hallucinated-brand-mentions/,PASS,PASS,FAIL,FAILED,200,YES,YES,YES,YES,1,1,
https://nrlc.ai/en-us/ai-search-risk/correcting-ai-misinformation/,/en-us/ai-search-risk/correcting-ai-misinformation/,PASS,PASS,FAIL,FAILED,200,YES,YES,YES,YES,1,1,
https://nrlc.ai/en-us/ai-search-risk/trust-and-authority-governance/,/en-us/ai-search-risk/trust-and-authority-governance/,PASS,PASS,FAIL,FAILED,200,YES,YES,YES,YES,1,1,
https://nrlc.ai/en-us/ai-search-risk/ai-search-compliance/,/en-us/ai-search-risk/ai-search-compliance/,PASS,PASS,FAIL,FAILED,200,YES,YES,YES,YES,1,1,
https://nrlc.ai/en-us/ai-search-tools-reality/what-seo-tools-can-and-cannot-see/,/en-us/ai-search-tools-reality/what-seo-tools-can-and-cannot-see/,PASS,PASS,PASS,PASSED,200,YES,YES,YES,YES,1,1,1
https://nrlc.ai/en-us/ai-search-tools-reality/limitations-of-ai-visibility-tools/,/en-us/ai-search-tools-reality/limitations-of-ai-visibility-tools/,PASS,PASS,FAIL,FAILED,200,YES,YES,YES,YES,1,1,
https://nrlc.ai/en-us/ai-search-tools-reality/why-ai-search-data-is-incomplete/,/en-us/ai-search-tools-reality/why-ai-search-data-is-incomplete/,PASS,PASS,FAIL,FAILED,200,YES,YES,YES,YES,1,1,
https://nrlc.ai/en-us/ai-search-tools-reality/tool-metrics-vs-reality/,/en-us/ai-search-tools-reality/tool-metrics-vs-reality/,PASS,PASS,FAIL,FAILED,200,YES,YES,YES,YES,1,1,
https://nrlc.ai/en-us/field-notes/google-ai-overviews/,/en-us/field-notes/google-ai-overviews/,PASS,PASS,FAIL,FAILED,200,YES,YES,YES,YES,1,1,
https://nrlc.ai/en-us/field-notes/chatgpt/,/en-us/field-notes/chatgpt/,PASS,PASS,FAIL,FAILED,200,YES,YES,YES,YES,1,1,
https://nrlc.ai/en-us/field-notes/perplexity/,/en-us/field-notes/perplexity/,PASS,PASS,FAIL,FAILED,200,YES,YES,YES,YES,1,1,
https://nrlc.ai/en-us/glossary/generative-search-terms/,/en-us/glossary/generative-search-terms/,PASS,PASS,FAIL,FAILED,200,YES,YES,YES,YES,1,1,
https://nrlc.ai/en-us/glossary/retrieval-failure-patterns/,/en-us/glossary/retrieval-failure-patterns/,PASS,PASS,PASS,PASSED,200,YES,YES,YES,YES,1,1,1
https://nrlc.ai/en-us/glossary/ai-search-definitions/,/en-us/glossary/ai-search-definitions/,PASS,PASS,FAIL,FAILED,200,YES,YES,YES,YES,1,1,
