URL,Locale,"Expected Locale","Is Canonical","Redirect Works","Canonical In Sitemap","Non-Canonical In Sitemap",Issues,Status
https://nrlc.ai/en-us/services/content-optimization-ai/sherbrooke/,en-us,en-us,Yes,N/A,Yes,Yes,,PASS
https://nrlc.ai/en-us/services/link-building-ai/southampton/,en-us,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/en-us/services/ai-search-optimization/raleigh/,en-us,en-us,Yes,N/A,Yes,Yes,,PASS
https://nrlc.ai/services/site-audits/san-francisco/,none,en-us,No,N/A,Yes,No,,PASS
https://nrlc.ai/en-us/services/ai-search-optimization/nashville/,en-us,en-us,Yes,N/A,Yes,Yes,,PASS
https://nrlc.ai/fr-fr/services/ai-overviews-optimization/omaha/,fr-fr,en-us,No,Yes,Yes,No,,PASS
https://nrlc.ai/services/ai-search-optimization/ageo/,none,en-us,No,N/A,Yes,No,,PASS
https://nrlc.ai/en-us/services/llm-optimization/new-york/,en-us,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/services/llm-content-strategy/edmonton/,none,en-us,No,N/A,Yes,No,,PASS
https://nrlc.ai/en-us/services/llm-seeding/southport/,en-us,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/en-us/services/ai-overviews-optimization/kingston/,en-us,en-us,Yes,N/A,Yes,Yes,,PASS
https://nrlc.ai/en-us/services/llm-seeding/toronto/,en-us,en-us,Yes,N/A,Yes,Yes,,PASS
https://nrlc.ai/es-es/services/agentic-seo/new-york/,es-es,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/services/agentic-seo/singapore/,none,en-us,No,N/A,Yes,No,,PASS
https://nrlc.ai/en-us/services/training/tokyo/,en-us,en-us,Yes,N/A,Yes,Yes,,PASS
https://nrlc.ai/en-us/services/ai-search-optimization/portland/,en-us,en-us,Yes,N/A,Yes,Yes,,PASS
https://nrlc.ai/en-us/services/ecommerce-ai-seo/sherbrooke/,en-us,en-us,Yes,N/A,Yes,Yes,,PASS
https://nrlc.ai/en-us/services/competitor-analysis-ai/gimhae/,en-us,en-us,Yes,N/A,Yes,Yes,,PASS
https://nrlc.ai/en-us/services/ecommerce-ai-seo/victoria/,en-us,en-us,Yes,N/A,Yes,Yes,,PASS
https://nrlc.ai/services/entity-recognition-ai/edmonton/,none,en-us,No,N/A,Yes,No,,PASS
https://nrlc.ai/en-gb/services/json-ld-strategy/toronto/,en-gb,en-us,No,Yes,Yes,No,,PASS
https://nrlc.ai/en-us/services/voice-search-optimization/seoul/,en-us,en-us,Yes,N/A,Yes,Yes,,PASS
http://nrlc.ai/en-us/services/analytics/seoul/,en-us,en-us,Yes,N/A,Yes,No,,PASS
https://nrlc.ai/en-us/services/crawl-clarity/yellowknife/,en-us,en-us,Yes,N/A,Yes,Yes,,PASS
https://nrlc.ai/es-es/services/entity-optimization-ai/whitehorse/,es-es,en-us,No,Yes,Yes,No,,PASS
https://nrlc.ai/ko-kr/services/perplexity-optimization/whitehorse/,ko-kr,en-us,No,Yes,Yes,No,,PASS
https://nrlc.ai/fr-fr/services/knowledge-graph-ai/trois-rivieres/,fr-fr,en-us,No,Yes,Yes,No,,PASS
https://nrlc.ai/es-es/services/perplexity-optimization/trois-rivieres/,es-es,en-us,No,Yes,Yes,No,,PASS
https://nrlc.ai/es-es/services/completeness-optimization-ai/trois-rivieres/,es-es,en-us,No,Yes,Yes,No,,PASS
https://nrlc.ai/ko-kr/services/retrieval-optimization-ai/trois-rivieres/,ko-kr,en-us,No,Yes,Yes,No,,PASS
https://nrlc.ai/en-us/services/ai-search-optimization/sherbrooke/,en-us,en-us,Yes,N/A,Yes,Yes,,PASS
https://nrlc.ai/en-us/services/transparency-optimization-ai/sherbrooke/,en-us,en-us,Yes,N/A,Yes,Yes,,PASS
https://nrlc.ai/de-de/services/agentic-seo/sherbrooke/,de-de,en-us,No,Yes,Yes,No,,PASS
https://nrlc.ai/ko-kr/services/technical-audit-ai/sherbrooke/,ko-kr,en-us,No,Yes,Yes,No,,PASS
https://nrlc.ai/en-us/services/local-seo-ai/norwich/,en-us,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/en-us/services/semantic-seo-ai/stoke-on-trent/,en-us,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/en-us/services/chatgpt-optimization/southport/,en-us,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/es-es/services/international-seo/blackpool/,es-es,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/en-us/services/voice-search-optimization/derby/,en-us,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/fr-fr/services/conversion-optimization-ai/stockport/,fr-fr,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/en-us/services/ranking-optimization-ai/huddersfield/,en-us,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/en-us/services/verification-optimization-ai/blackpool/,en-us,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/en-us/services/llm-content-strategy/norwich/,en-us,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/de-de/services/voice-search-optimization/sheffield/,de-de,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/fr-fr/services/local-seo-ai/sudbury/,fr-fr,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/ko-kr/services/multimodal-seo-ai/burnley/,ko-kr,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/en-us/services/generative-seo/halifax/,en-us,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/en-gb/services/international-seo/huddersfield/,en-gb,en-gb,Yes,N/A,Yes,Yes,,PASS
https://nrlc.ai/en-gb/services/multimodal-seo-ai/huddersfield/,en-gb,en-gb,Yes,N/A,Yes,Yes,,PASS
https://nrlc.ai/de-de/services/mobile-seo-ai/singapore/,de-de,en-us,No,Yes,Yes,No,,PASS
https://nrlc.ai/en-us/services/site-audits/southport/,en-us,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/en-us/services/conversion-optimization-ai/virginia-beach/,en-us,en-us,Yes,N/A,Yes,Yes,,PASS
https://nrlc.ai/en-us/services/link-building-ai/barrie/,en-us,en-us,Yes,N/A,Yes,Yes,,PASS
https://nrlc.ai/en-us/services/generative-seo/southport/,en-us,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/en-gb/services/mobile-seo-ai/singapore/,en-gb,en-us,No,Yes,Yes,No,,PASS
https://nrlc.ai/fr-fr/services/generative-seo/southend-on-sea/,fr-fr,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/en-us/services/ai-search-optimization/oldham/,en-us,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/en-us/services/bard-optimization/huddersfield/,en-us,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/en-us/services/training/cardiff/,en-us,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/es-es/services/contextual-seo-ai/huddersfield/,es-es,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/de-de/services/relevance-optimization-ai/stockport/,de-de,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/ko-kr/services/llm-optimization/northampton/,ko-kr,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/en-gb/services/ai-search-optimization/glasgow/,en-gb,en-gb,Yes,N/A,Yes,Yes,,PASS
https://nrlc.ai/en-us/services/analytics/burnley/,en-us,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/en-us/services/mobile-seo-ai/jacksonville/,en-us,en-us,Yes,N/A,Yes,Yes,,PASS
https://nrlc.ai/en-us/services/completeness-optimization-ai/stoke-on-trent/,en-us,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/en-us/services/international-seo/stoke-on-trent/,en-us,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/en-us/services/generative-seo/glasgow/,en-us,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/en-us/services/conversion-optimization-ai/long-beach/,en-us,en-us,Yes,N/A,Yes,Yes,,PASS
https://nrlc.ai/en-us/services/ai-citation-optimization/stoke-on-trent/,en-us,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/en-gb/services/freshness-optimization-ai/derby/,en-gb,en-gb,Yes,N/A,Yes,Yes,,PASS
https://nrlc.ai/en-us/services/perplexity-optimization/blackpool/,en-us,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/de-de/services/conversion-optimization-ai/colorado-springs/,de-de,en-us,No,Yes,Yes,No,,PASS
https://nrlc.ai/fr-fr/services/local-seo-ai/blackpool/,fr-fr,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/ko-kr/services/completeness-optimization-ai/southport/,ko-kr,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/en-us/services/technical-seo/nottingham/,en-us,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/de-de/services/contextual-seo-ai/glasgow/,de-de,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/de-de/services/mobile-seo-ai/chicago/,de-de,en-us,No,Yes,Yes,No,,PASS
https://nrlc.ai/en-gb/services/chatgpt-optimization/london/,en-gb,en-gb,Yes,N/A,Yes,Yes,,PASS
https://nrlc.ai/ko-kr/services/entity-optimization-ai/burnley/,ko-kr,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/en-us/services/technical-seo/oldham/,en-us,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/en-us/services/local-seo-ai/detroit/,en-us,en-us,Yes,N/A,Yes,Yes,,PASS
https://nrlc.ai/en-us/services/technical-seo/huddersfield/,en-us,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/en-us/services/claude-optimization/victoria/,en-us,en-us,Yes,N/A,Yes,Yes,,PASS
https://nrlc.ai/services/copilot-optimization/glasgow/,none,en-gb,No,N/A,Yes,No,,PASS
https://nrlc.ai/en-us/services/generative-seo/kelowna/,en-us,en-us,Yes,N/A,Yes,Yes,,PASS
https://nrlc.ai/es-es/services/site-audits/newcastle/,es-es,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/ko-kr/services/conversational-seo-ai/stockport/,ko-kr,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/en-us/services/perplexity-optimization/victoria/,en-us,en-us,Yes,N/A,Yes,Yes,,PASS
https://nrlc.ai/fr-fr/services/voice-search-optimization/nottingham/,fr-fr,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/en-us/services/conversion-optimization-ai/stockport/,en-us,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/services/generative-seo/singapore/,none,en-us,No,N/A,Yes,No,,PASS
https://nrlc.ai/ko-kr/services/local-seo-ai/oldham/,ko-kr,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/en-us/services/intent-optimization-ai/singapore/,en-us,en-us,Yes,N/A,Yes,Yes,,PASS
https://nrlc.ai/en-us/services/featured-snippets-ai/burnley/,en-us,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/ko-kr/services/site-audits/belfast/,ko-kr,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/en-us/services/conversion-optimization-ai/abbotsford/,en-us,en-us,Yes,N/A,Yes,Yes,,PASS
https://nrlc.ai/en-gb/services/generative-seo/glasgow/,en-gb,en-gb,Yes,N/A,Yes,Yes,,PASS
https://nrlc.ai/services/accuracy-optimization-ai/bristol/,none,en-gb,No,N/A,Yes,No,,PASS
https://nrlc.ai/es-es/services/mobile-seo-ai/chicago/,es-es,en-us,No,Yes,Yes,No,,PASS
https://nrlc.ai/de-de/services/generative-seo/houston/,de-de,en-us,No,Yes,Yes,No,,PASS
https://nrlc.ai/en-us/services/training/denver/,en-us,en-us,Yes,N/A,Yes,Yes,,PASS
https://nrlc.ai/es-es/services/international-seo/halifax/,es-es,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/en-us/services/generative-seo/atlanta/,en-us,en-us,Yes,N/A,Yes,Yes,,PASS
https://nrlc.ai/en-us/services/technical-seo/peterborough/,en-us,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/en-us/services/ai-search-optimization/singapore/,en-us,en-us,Yes,N/A,Yes,Yes,,PASS
https://nrlc.ai/en-gb/services/site-audits/newcastle/,en-gb,en-gb,Yes,N/A,Yes,Yes,,PASS
https://nrlc.ai/ko-kr/services/ai-citation-optimization/middlesbrough/,ko-kr,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/es-es/services/technical-seo/cambridge/,es-es,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/ko-kr/services/metadata-optimization-ai/peterborough/,ko-kr,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/en-us/services/copilot-optimization/kuki/,en-us,en-us,Yes,N/A,Yes,Yes,,PASS
https://nrlc.ai/en-gb/services/generative-seo/hull/,en-gb,en-gb,Yes,N/A,Yes,Yes,,PASS
https://nrlc.ai/en-us/services/technical-seo/middlesbrough/,en-us,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/en-us/services/competitor-analysis-ai/kansas-city/,en-us,en-us,Yes,N/A,Yes,Yes,,PASS
https://nrlc.ai/en-us/services/site-audits/san-francisco/,en-us,en-us,Yes,N/A,Yes,Yes,,PASS
https://nrlc.ai/en-us/services/generative-seo/houston/,en-us,en-us,Yes,N/A,Yes,Yes,,PASS
https://nrlc.ai/fr-fr/services/site-audits/belfast/,fr-fr,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/en-us/services/claude-optimization/west-bromwich/,en-us,en-us,Yes,N/A,Yes,Yes,,PASS
https://nrlc.ai/en-gb/services/conversion-optimization-ai/oklahoma-city/,en-gb,en-us,No,Yes,Yes,No,,PASS
https://nrlc.ai/en-us/services/technical-audit-ai/burnley/,en-us,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/fr-fr/services/conversion-optimization-ai/raleigh/,fr-fr,en-us,No,Yes,Yes,No,,PASS
https://nrlc.ai/en-us/services/generative-seo/huddersfield/,en-us,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/de-de/services/international-seo/belfast/,de-de,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/en-us/services/local-seo-ai/oldham/,en-us,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/en-us/services/recommendation-ai/halifax/,en-us,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/en-us/services/ai-search-optimization/kazo/,en-us,en-us,Yes,N/A,Yes,Yes,,PASS
https://nrlc.ai/en-gb/services/voice-search-optimization/colorado-springs/,en-gb,en-us,No,Yes,Yes,No,,PASS
https://nrlc.ai/services/content-optimization-ai/singapore/,none,en-us,No,N/A,Yes,No,,PASS
https://nrlc.ai/es-es/services/international-seo/southend-on-sea/,es-es,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/en-us/services/ai-overviews-optimization/oakland/,en-us,en-us,Yes,N/A,Yes,Yes,,PASS
https://nrlc.ai/en-gb/services/ai-search-optimization/san-antonio/,en-gb,en-us,No,Yes,Yes,No,,PASS
https://nrlc.ai/es-es/services/conversion-optimization-ai/nashville/,es-es,en-us,No,Yes,Yes,No,,PASS
https://nrlc.ai/en-us/services/international-seo/los-angeles/,en-us,en-us,Yes,N/A,Yes,Yes,,PASS
https://nrlc.ai/services/ai-search-optimization/huddersfield/,none,en-gb,No,N/A,Yes,No,,PASS
https://nrlc.ai/en-us/services/technical-seo/chicago/,en-us,en-us,Yes,N/A,Yes,Yes,,PASS
https://nrlc.ai/en-us/services/semantic-seo-ai/jacksonville/,en-us,en-us,Yes,N/A,Yes,Yes,,PASS
https://nrlc.ai/en-us/services/ecommerce-ai-seo/glasgow/,en-us,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/en-us/services/technical-seo/northampton/,en-us,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/en-us/services/ranking-optimization-ai/oldham/,en-us,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/de-de/services/technical-seo/nottingham/,de-de,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/en-us/services/perplexity-optimization/london/,en-us,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/en-us/services/ai-search-optimization/derby/,en-us,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/en-us/services/mobile-seo-ai/chicago/,en-us,en-us,Yes,N/A,Yes,Yes,,PASS
https://nrlc.ai/ko-kr/services/agentic-seo/west-bromwich/,ko-kr,en-us,No,Yes,Yes,No,,PASS
https://nrlc.ai/en-us/services/conversational-seo-ai/glasgow/,en-us,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/fr-fr/services/ai-search-optimization/huddersfield/,fr-fr,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/fr-fr/services/international-seo/hull/,fr-fr,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/services/schema-markup-ai/jacksonville/,none,en-us,No,N/A,Yes,No,,PASS
https://nrlc.ai/en-us/services/b2b-seo-ai/kansas-city/,en-us,en-us,Yes,N/A,Yes,Yes,,PASS
https://nrlc.ai/en-us/services/conversion-optimization-ai/colorado-springs/,en-us,en-us,Yes,N/A,Yes,Yes,,PASS
https://nrlc.ai/de-de/services/link-building-ai/southampton/,de-de,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/es-es/services/local-seo-ai/stockport/,es-es,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/en-gb/services/technical-seo/middlesbrough/,en-gb,en-gb,Yes,N/A,Yes,Yes,,PASS
https://nrlc.ai/en-us/services/content-optimization-ai/chicago/,en-us,en-us,Yes,N/A,Yes,Yes,,PASS
https://nrlc.ai/es-es/services/b2b-seo-ai/singapore/,es-es,en-us,No,Yes,Yes,No,,PASS
https://nrlc.ai/ko-kr/services/ai-citation-optimization/norwich/,ko-kr,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/en-gb/services/copilot-optimization/san-francisco/,en-gb,en-us,No,Yes,Yes,No,,PASS
https://nrlc.ai/en-us/services/technical-seo/stockport/,en-us,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/en-us/services/voice-search-optimization/kansas-city/,en-us,en-us,Yes,N/A,Yes,Yes,,PASS
https://nrlc.ai/en-us/services/technical-seo/los-angeles/,en-us,en-us,Yes,N/A,Yes,Yes,,PASS
https://nrlc.ai/en-us/services/ai-search-optimization/stockport/,en-us,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/es-es/services/training/houston/,es-es,en-us,No,Yes,Yes,No,,PASS
https://nrlc.ai/en-us/services/conversational-seo-ai/singapore/,en-us,en-us,Yes,N/A,Yes,Yes,,PASS
https://nrlc.ai/ko-kr/services/llm-content-strategy/burnley/,ko-kr,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/en-us/services/b2b-seo-ai/west-bromwich/,en-us,en-us,Yes,N/A,Yes,Yes,,PASS
https://nrlc.ai/en-us/services/ranking-optimization-ai/austin/,en-us,en-us,Yes,N/A,Yes,Yes,,PASS
https://nrlc.ai/de-de/services/agentic-seo/northampton/,de-de,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/de-de/services/entity-optimization-ai/southport/,de-de,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/en-us/services/training/nottingham/,en-us,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/en-us/services/voice-search-optimization/southampton/,en-us,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/en-us/services/ai-overviews-optimization/san-antonio/,en-us,en-us,Yes,N/A,Yes,Yes,,PASS
https://nrlc.ai/de-de/services/chatgpt-optimization/kansas-city/,de-de,en-us,No,Yes,Yes,No,,PASS
https://nrlc.ai/en-us/services/conversion-optimization-ai/omaha/,en-us,en-us,Yes,N/A,Yes,Yes,,PASS
https://nrlc.ai/services/agentic-seo/glasgow/,none,en-gb,No,N/A,Yes,No,,PASS
https://nrlc.ai/en-us/services/mobile-seo-ai/kansas-city/,en-us,en-us,Yes,N/A,Yes,Yes,,PASS
https://nrlc.ai/en-gb/services/generative-seo/houston/,en-gb,en-us,No,Yes,Yes,No,,PASS
https://nrlc.ai/en-us/services/technical-seo/derby/,en-us,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/en-us/services/site-audits/chicago/,en-us,en-us,Yes,N/A,Yes,Yes,,PASS
https://nrlc.ai/en-gb/services/technical-seo/newcastle/,en-gb,en-gb,Yes,N/A,Yes,Yes,,PASS
https://nrlc.ai/en-gb/services/local-seo-ai/oldham/,en-gb,en-gb,Yes,N/A,Yes,Yes,,PASS
https://nrlc.ai/es-es/services/semantic-seo-ai/burnley/,es-es,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/en-us/services/ranking-optimization-ai/baltimore/,en-us,en-us,Yes,N/A,Yes,Yes,,PASS
https://nrlc.ai/de-de/services/claude-optimization/victoria/,de-de,en-us,No,Yes,Yes,No,,PASS
https://nrlc.ai/en-us/services/technical-seo/tampa/,en-us,en-us,Yes,N/A,Yes,Yes,,PASS
https://nrlc.ai/fr-fr/services/multimodal-seo-ai/blackpool/,fr-fr,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/en-us/services/multimodal-seo-ai/middlesbrough/,en-us,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/en-us/services/chatgpt-optimization/san-antonio/,en-us,en-us,Yes,N/A,Yes,Yes,,PASS
https://nrlc.ai/en-us/services/link-building-ai/calgary/,en-us,en-us,Yes,N/A,Yes,Yes,,PASS
https://nrlc.ai/ko-kr/services/ai-search-optimization/nottingham/,ko-kr,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/en-us/services/personalization-ai/southport/,en-us,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/en-us/services/copilot-optimization/stockport/,en-us,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/fr-fr/services/ranking-optimization-ai/southend-on-sea/,fr-fr,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/fr-fr/services/generative-seo/bristol/,fr-fr,en-gb,No,Yes,Yes,No,,PASS
https://nrlc.ai/en-gb/services/llm-optimization/glasgow/,en-gb,en-gb,Yes,N/A,Yes,Yes,,PASS
https://nrlc.ai/en-gb/services/mobile-seo-ai/belfast/,en-gb,en-gb,Yes,N/A,Yes,Yes,,PASS
https://nrlc.ai/fr-fr/services/mobile-seo-ai/singapore/,fr-fr,en-us,No,Yes,Yes,No,,PASS
https://nrlc.ai/en-us/services/topic-modeling-ai/detroit/,en-us,en-us,Yes,N/A,Yes,Yes,,PASS
